st_name,st_line,st_lat,st_lng
공덕역,경의중앙선,37.5424735099283,126.95271984059
효창공원앞역,경의중앙선,37.538606427775,126.962824126279
용산역,경의중앙선,37.5296078236182,126.964756401264
이촌역,경의중앙선,37.52246242267468,126.97333678734246
서빙고역,경의중앙선,37.5195681395063,126.988412074576
한남역,경의중앙선,37.5294289189437,127.009209110584
옥수역,경의중앙선,37.5405137035097,127.018746821679
응봉역,경의중앙선,37.5499526279456,127.034483653629
왕십리역,경의중앙선,37.5620572435722,127.038332938503
청량리역,경의중앙선,37.580160147952675,127.04790173316623
회기역,경의중앙선,37.5895296349726,127.05782624137
중랑역,경의중앙선,37.5948425975025,127.075680398461
상봉역,경의중앙선,37.5967138123093,127.085148806563
망우역,경의중앙선,37.5992960295399,127.092367383432
양원역,경의중앙선,37.6066060557557,127.107946139148
구리역,경의중앙선,37.6032707405088,127.143350984187
도농역,경의중앙선,37.6087726045416,127.161178663222
양정역,경의중앙선,37.6040261571296,127.194671346816
덕소역,경의중앙선,37.5868903292078,127.208842710609
도심역,경의중앙선,37.579639075911,127.222683857886
팔당역,경의중앙선,37.5473594340956,127.243966151989
운길산역,경의중앙선,37.5546425431665,127.310231608596
양수역,경의중앙선,37.5459634283124,127.329138380916
신원역,경의중앙선,37.5255855578889,127.373091698635
국수역,경의중앙선,37.5161871164552,127.399309828929
아신역,경의중앙선,37.5139186008078,127.443211499187
오빈역,경의중앙선,37.5061671737276,127.473661407181
양평역,경의중앙선,37.4926843397043,127.492247611418
원덕역,경의중앙선,37.468781735546,127.546558679899
용문역,경의중앙선,37.4818020661568,127.593795306663
지평역,경의중앙선,37.4769063763726,127.628907045378
인천공항2터미널역,공항철도,37.4688002145258,126.433640888212
인천공항1터미널역,공항철도,37.4475285398516,126.452583415737
공항화물청사역,공항철도,37.4590625046021,126.47751440637
운서역,공항철도,37.4928088834418,126.493729942049
영종역,공항철도,37.5120289919535,126.524975940011
청라국제도시역,공항철도,37.55646453155236,126.62465841357525
검암역,공항철도,37.5692528218482,126.673643340675
계양역,공항철도,37.5717699511702,126.73627594406
김포공항역,공항철도,37.5618297564202,126.802473107985
마곡나루역,공항철도,37.56563152507763,126.82749586320818
디지털미디어시티역,공항철도,37.5775200243725,126.89788299035767
홍대입구역,공항철도,37.5573052656667,126.927010430346
공덕역,공항철도,37.5423148868697,126.952602261123
서울역,공항철도,37.5533307290007,126.969747353686
청량리역,경춘선,37.581273475892466,127.0486360630067
회기역,경춘선,37.5899221169641,127.058537601316
중랑역,경춘선,37.5969733432502,127.085085690038
상봉역,경춘선,37.5969733432502,127.085085690038
망우역,경춘선,37.600017312378,127.091738656282
신내역,경춘선,37.6127045688059,127.103225215052
갈매역,경춘선,37.6340689252244,127.114760741021
별내역,경춘선,37.6420679726917,127.126969149167
퇴계원역,경춘선,37.6482657629059,127.14353713662
사릉역,경춘선,37.6511251798242,127.176926205792
금곡역,경춘선,37.6373551430559,127.207533674718
평내호평역,경춘선,37.6532138128125,127.244438968688
천마산역,경춘선,37.6592276778117,127.285062700362
마석역,경춘선,37.652792215501,127.311686554885
대성리역,경춘선,37.6839900741502,127.379706254541
청평역,경춘선,37.7355163992466,127.426622860785
상천역,경춘선,37.7701784041516,127.454515681516
가평역,경춘선,37.8145200514507,127.51073942455
굴봉산역,경춘선,37.8320661917515,127.557769861431
백양리역,경춘선,37.8307917497493,127.589324987859
강촌역,경춘선,37.805721704842,127.634151572422
김유정역,경춘선,37.8184490071056,127.714323967766
남춘천역,경춘선,37.8640466747977,127.723850659304
춘천역,경춘선,37.884512737384,127.716698593345
광운대역,경춘선,37.623916497664,127.061985215335
오이도역,수인선,37.3626658896467,126.738811079645
달월역,수인선,37.3800267658985,126.74540347645
월곶역,수인선,37.3918207044367,126.742707561155
소래포구역,수인선,37.4009402347666,126.733492081979
인천논현역,수인선,37.400670023783825,126.72256497910926
호구포역,수인선,37.4016421735726,126.708683171095
남동인더스파크역,수인선,37.4077423820652,126.695227491501
원인재역,수인선,37.4132120460243,126.686457819329
연수역,수인선,37.4179270828136,126.678747463037
송도역,수인선,37.4299616326114,126.654675713707
인하대역,수인선,37.4483386165197,126.649763418519
숭의역,수인선,37.4607996146127,126.638411351127
신포역,수인선,37.4684545360849,126.624533685908
인천역,수인선,37.4764686136348,126.617398357613
발곡역,의정부경전철,37.7271478742052,127.052969199269
회룡역,의정부경전철,37.7249952537983,127.047069262756
범골역,의정부경전철,37.7287878498671,127.043668564435
경전철의정부역,의정부경전철,37.7372643130628,127.04330596631
의정부시청역,의정부경전철,37.739234834508,127.034848091039
흥선역,의정부경전철,37.7432812774722,127.0371736231
의정부중앙역,의정부경전철,37.7436803165603,127.049649812523
동오역,의정부경전철,37.745269911047,127.056985043204
새말역,의정부경전철,37.7488486906286,127.063759511679
경기도청북부청사역,의정부경전철,37.7507650408734,127.071617829299
효자역,의정부경전철,37.7539905661041,127.077226606947
곤제역,의정부경전철,37.7505371570413,127.083822421136
어룡역,의정부경전철,37.7426941378158,127.085206837732
송산역,의정부경전철,37.7372760423191,127.08721549161
탑석역,의정부경전철,37.7334871006703,127.088908165858
기흥역,에버라인,37.27545287699772,127.11704645705142
강남대역,에버라인,37.27017072715994,127.12606689205987
지석역,에버라인,37.26973367450708,127.13666637701705
어정역,에버라인,37.27495673681397,127.14373973239812
동백역,에버라인,37.269101384338924,127.15269056435368
초당역,에버라인,37.26080468076816,127.1594624692542
삼가역,에버라인,37.24205993395667,127.16817999042203
시청·용인대역,에버라인,37.23944203003437,127.17888509175044
명지대역,에버라인,37.23807628801618,127.19029130857074
김량장역,에버라인,37.237326471910784,127.19861201343582
운동장·송담대역,에버라인,37.23791838132199,127.20912479024486
고진역,에버라인,37.244638336050315,127.21418360142515
보평역,에버라인,37.259047169680784,127.21847649940082
둔전역,에버라인,37.26721221736258,127.21363872279483
전대·에버랜드역,에버라인,37.285463961266004,127.21938281583995
판교역,경강선,37.394775885643,127.111982699564
이매역,경강선,37.3947135146921,127.127318661399
삼동역,경강선,37.4086882887226,127.203381657271
경기광주역,경강선,37.3989438131636,127.253282668137
초월역,경강선,37.3733791295012,127.299905223152
곤지암역,경강선,37.3505395429634,127.346251343712
신둔도예촌역,경강선,37.3156122300273,127.405240743375
이천역,경강선,37.264225761758865,127.44216788016918
부발역,경강선,37.2603923465465,127.490321502069
세종대왕릉역,경강선,37.2936335226433,127.570659645212
여주역,경강선,37.2828596478666,127.628529053998
신설동역,우이신설선,37.57610564738981,127.02447823400932
보문역,우이신설선,37.5850444246949,127.019550510271
성신여대입구역,우이신설선,37.5923825668685,127.016549589616
정릉역,우이신설선,37.602614606648,127.013539545056
북한산보국문역,우이신설선,37.6121367531121,127.008263392003
솔샘역,우이신설선,37.62025236522223,127.01356992817117
삼양사거리역,우이신설선,37.6213181360851,127.020488845069
삼양역,우이신설선,37.6269190539283,127.018156780705
화계역,우이신설선,37.6340873974011,127.017510491529
가오리역,우이신설선,37.64163415518241,127.01677238776956
4.19민주묘지역,우이신설선,37.6495307746374,127.01369763482
솔밭공원역,우이신설선,37.6559782562487,127.013268181236
북한산우이역,우이신설선,37.66298795049364,127.01275601478088
소사역,서해선,37.4829074369532,126.795060572211
소새울역,서해선,37.4685095548124,126.797283854897
시흥대야역,서해선,37.4500998726813,126.792993796201
신천역,서해선,37.4392442452261,126.786786216335
신현역,서해선,37.4095666677686,126.787837234263
시흥시청역,서해선,37.3815616157045,126.80594583874
시흥능곡역,서해선,37.3699465347315,126.808721340419
달미역,서해선,37.3487879549025,126.809416088572
선부역,서해선,37.3344084544244,126.809989544577
초지역,서해선,37.3197434069867,126.807842296925
원곡역,서해선,37.3131636235326,126.795743362633
원시역,서해선,37.3026237626179,126.786793532374
김포공항역,김포골드라인,37.56232990369519,126.80199188908921
고촌역,김포골드라인,37.601213413053,126.770325947061
풍무역,김포골드라인,37.61266242089956,126.7323442002163
사우역,김포골드라인,37.62001926155787,126.72042439059489
걸포북변역,김포골드라인,37.63163703860519,126.70580291803158
운양역,김포골드라인,37.6537750040601,126.683844450975
장기역,김포골드라인,37.6440651946922,126.66907862282
마산역,김포골드라인,37.6406117204577,126.644004368759
구래역,김포골드라인,37.64526891941782,126.62795573048847
양촌역,김포골드라인,37.64174222596719,126.61468168489102
